url,timestamp,status,accept_all_present,reject_all_present,settings_button_present,settings_button_text,preference_center_accessed,total_purposes_count,pre_ticked_non_essential_count,strictly_necessary_count,purposes_json,vendor_count,legal_text_summary,error_log
https://eu.puma.com/ie/en/home,2025-06-16T03:55:37.049539,Partial (Interaction Failed),False,False,False,,False,0,0,0,[],0,,['No button with positive settings keywords found.']
https://www.adobe.com/ie/,2025-06-16T03:55:43.230033,Partial (Interaction Failed),False,False,False,,False,0,0,0,[],0,,['No buttons found in banner.']
https://www2.hm.com/en_ie/index.html,2025-06-16T03:55:48.115350,Partial (Interaction Failed),True,False,False,,False,0,0,0,[],0,"We use first- and third-party cookies including other tracking technologies from third party publishers to give you the full functionality of our website, customize your user experience, perform analytics and deliver personalized advertising on our websites, apps and newsletters across internet and via social media platforms. For that purpose, we collect information about user, browsing patterns and device.

By clicking “Accept all cookies”, you accept and agree that we share this information with third parties, such as our advertising partners. By choosing ""Only required cookies"", optional cookies are blocked, limiting our delivery of tailored content and features. Click on “Cookie Settings” to customize your options. Visit our Cookie policy to learn more.

Cookie policy",['No button with positive settings keywords found.']
https://www.rte.ie/,2025-06-16T03:55:55.438379,Failed,False,False,False,,False,0,0,0,[],0,,['Analysis failed: TimeoutException']
https://www.did.ie/,2025-06-16T03:56:11.920298,Partial (Interaction Failed),False,False,False,,False,0,0,0,[],0,,['No button with positive settings keywords found.']
https://www.amazon.ie/,2025-06-16T03:56:20.555429,Partial (Interaction Failed),False,False,False,,False,0,0,0,[],0,,['No buttons found in banner.']
https://www.zalando.ie/,2025-06-16T03:56:27.355518,Partial (Interaction Failed),False,False,False,,False,0,0,0,[],0,,['No buttons found in banner.']
https://deliveroo.ie/,2025-06-16T03:56:34.536851,Success,True,False,True,Customise,True,4,0,0,"[{""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Analytics Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Functional Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Advertising Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}]",0,,[]
https://www.irishtimes.com/,2025-06-16T03:56:47.514858,Failed,False,False,False,,False,0,0,0,[],0,,['Analysis failed: TimeoutException']
https://www.independent.ie/,2025-06-16T03:57:07.149352,Success,True,False,True,Manage,True,9,0,0,"[{""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}]",0,"Cookies and data processing on The Irish Independent

Mediahuis (‘we’) and partners use technologies such as cookies to store and access (personal) data – online identifiers (e.g., IP address, sign-in ID), non-precise location and information about your browser, operating system, device as well as insights into your use of this domain – on your device for the following purposes:
Advertising and content measurement, audience insights and product development;
Personalised content;
Personalised ads; and
Social media.
If you allow such use, click ""Accept"". If you do not want to allow all purposes, select ""Manage"".You can manage your preferences and object to processing based on legitimate interest at any time in your privacy settings. We will share your privacy preferences – for which purposes and partners you provided consent - with our partners.
Would you like more explanation about our use of your data? Read our privacy policy and cookie policy. More information on the use of your data by our partners you find here.
View our 207 partners Cookies and data processing on The Irish Independent

Mediahuis (‘we’) and partners use technologies such as cookies to store and access (personal) data – online identifiers (e.g., IP address, sign-in ID), non-precise location and information about your browser, operating system, device as well as insights into your use of this domain – on your device for the following purposes:
Advertising and content measurement, audience insights and product development;
Personalised content;
Personalised ads; and
Social media.
If you allow such use, click ""Accept"". If you do not want to allow all purposes, select ""Manage"".You can manage your preferences and object to processing based on legitimate interest at any time in your privacy settings. We will share your privacy preferences – for which purposes and partners you provided consent - with our partners.
Would you like more explanation about our use of your data? Read our privacy policy and cookie policy. More information on the use of your data by our partners you find here. Mediahuis (‘we’) and partners use technologies such as cookies to store and access (personal) data – online identifiers (e.g., IP address, sign-in ID), non-precise location and information about your browser, operating system, device as well as insights into your use of this domain – on your device for the following purposes:",[]
https://www.breakingnews.ie/,2025-06-16T03:57:18.346964,Failed,False,False,False,,False,0,0,0,[],0,,['Analysis failed: TimeoutException']
https://www.joe.ie/,2025-06-16T03:57:33.163148,Pending,True,False,True,MORE OPTIONS,True,0,0,0,[],0,,['No purpose containers found after interaction.']
https://www.her.ie/,2025-06-16T03:57:43.470592,Pending,True,False,True,MORE OPTIONS,True,0,0,0,[],0,,['No purpose containers found after interaction.']
https://www.thejournal.ie/,2025-06-16T03:57:57.243737,Success,True,False,True,List of Vendors,True,14,0,0,"[{""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Targeting Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Functional Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Performance Cookies"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Store and/or access information on a device"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Personalised advertising and content, advertising and content measurement, audience research and services development"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Use precise geolocation data"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Actively scan device characteristics for identification"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}]",4314,"Use precise geolocation data. Actively scan device characteristics for identification. Store and/or access information on a device. Personalised advertising and content, advertising and content measurement, audience research and services development.
List of Vendors",[]
https://www.rsvplive.ie/,2025-06-16T03:58:10.927728,Pending,False,False,True,MORE OPTIONS,True,0,0,0,[],0,,['No purpose containers found after interaction.']
