url,timestamp,status,cmp_vendor,initial_banner_found,accept_all_present,reject_all_present,settings_button_present,settings_button_text,preference_center_accessed,total_purposes_count,pre_ticked_non_essential_count,strictly_necessary_count,purposes_json,vendor_count,legal_text_summary,data_retention_mentioned,user_rights_mentioned,legitimate_interest_present,dark_pattern_score,legal_readability_score,has_granular_control,compliance_score,gdpr_article_13_compliance,error_log
https://eu.puma.com/ie/en/home,2025-06-22T14:54:34.813840,Partial (Interaction Failed),OneTrust,TRUE,TRUE,FALSE,FALSE,,FALSE,0,0,0,[],0,"Your Privacy is important to us Our website by default only uses cookies and similar technology (hereinafter ""Cookies"") for basic website functions/settings. If you want to stay with this default setting, please click “NECESSARY COOKIES ONLY”. You can also change the default setting and allow cookies for comfort and personalization features and/or targeted advertising. To do this, click on “COOKIE SETTINGS” and select the Cookies you want to activate. Subsequently click “CONFIRM MY CHOICES”. By clicking on “ACCEPT ALL COOKIES” you allow cookies for ALL the purposes described in the ""COOKIE SETTINGS"".For more information, see our Privacy Policy. Cookies Settings Necessary Cookies Only Accept All Cookies",FALSE,FALSE,FALSE,5,11.062405660377358,FALSE,0,FALSE,"[""No suitable settings/preferences button found.""]"
https://www.adobe.com/ie/,2025-06-22T14:54:43.653807,Success,OneTrust,TRUE,FALSE,FALSE,TRUE,Don't Enable,TRUE,8,0,1,"[{""title"": ""Operate the site and core services"", ""is_strictly_necessary"": true, ""is_ticked_by_default"": true}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Measure performance"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Extend functionality"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Personalize advertising"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Title Not Found"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}]",0,"Make It Your Own Adobe and its vendors use cookies and similar technologies to improve your experience and measure your interactions with our websites, products and services. We also use them to provide you more relevant information in searches and in ads on this and other sites. If that’s okay, click “Enable all"". Clicking “Don’t enable” will set only cookies that are strictly necessary. You can also view our vendors and customize your choices by clicking ""Cookie Settings"". Cookie Settings Don't Enable Enable all",FALSE,FALSE,FALSE,3,9.817619048,TRUE,0,FALSE,[]
https://www2.hm.com/en_ie/index.html,2025-06-22T14:54:52.420244,Partial (Interaction Failed),Unknown/Custom,TRUE,TRUE,FALSE,FALSE,,FALSE,0,0,0,[],0,"BEFORE YOU START SHOPPING We use first- and third-party cookies including other tracking technologies from third party publishers to give you the full functionality of our website, customize your user experience, perform analytics and deliver personalized advertising on our websites, apps and newsletters across internet and via social media platforms. For that purpose, we collect information about user, browsing patterns and device.  By clicking “Accept all cookies”, you accept and agree that we share this information with third parties, such as our advertising partners. By choosing ""Only required cookies"", optional cookies are blocked, limiting our delivery of tailored content and features. Click on “Cookie Settings” to customize your options. Visit our Cookie policy to learn more.  Cookie policy ACCEPT ALL COOKIES ONLY REQUIRED COOKIES COOKIE SETTINGS",FALSE,FALSE,FALSE,5,13.812539682539683,FALSE,0,FALSE,"[""No suitable settings/preferences button found.""]"
https://www.rte.ie/,2025-06-22T14:55:05.383781,Pending,OneTrust,TRUE,TRUE,TRUE,TRUE,Show Purposes,TRUE,0,0,0,[],0,"We Care About Your Privacy We and our 21 partners store and access personal data, like browsing data or unique identifiers, on your device. Selecting ""I Accept"" enables tracking technologies to support the purposes shown under ""we and our partners process data to provide,"" whereas selecting ""Reject All"" or withdrawing your consent will disable them. If trackers are disabled, some content and ads you see may not be as relevant to you. You can resurface this menu to change your choices or withdraw consent at any time by clicking the [""privacy preferences""] link on the bottom of the webpage [or the floating icon on the bottom-left of the webpage, if applicable]. Your choices will have effect within our Website. For more details, refer to our Privacy Policy.View our Cookie PolicyView our Privacy Policy We and our partners process data to provide: Use precise geolocation data. Actively scan device characteristics for identification. Store and/or access information on a device. Develop and improve services. Measure content performance. Understand audiences through statistics or combinations of data from different sources. Use limited data to select advertising. Create profiles for personalised advertising. Use profiles to select personalised advertising. Create profiles to personalise content. Use profiles to select personalised content. Measure advertising performance. Use limited data to select content. List of Partners (vendors) Allow Only Necessary Allow All Show Purposes",FALSE,FALSE,FALSE,0,10.955678571428571,FALSE,0,FALSE,"[""No purpose containers found in preference center.""]"
https://www.did.ie/,2025-06-22T14:55:22.346292,Partial (Interaction Failed),Cookiebot,TRUE,TRUE,FALSE,FALSE,,FALSE,0,0,0,[],0,"This website uses cookies We use cookies to personalise content and ads, to provide social media features and to analyse our traffic. We also share information about your use of our site with our social media, advertising and analytics partners who may combine it with other information that you’ve provided to them or that they’ve collected from your use of their services. Consent Selection Necessary Preferences Statistics Marketing Show details                Allow all Allow selection Deny",FALSE,FALSE,FALSE,5,16.029333333333334,FALSE,0,FALSE,"[""No suitable settings/preferences button found.""]"
https://www.amazon.ie/,2025-06-22T14:55:34.219273,Failed,N/A,FALSE,FALSE,FALSE,FALSE,,FALSE,0,0,0,[],0,,FALSE,FALSE,FALSE,0,0,FALSE,0,FALSE,['Consent banner not found.']
https://www.zalando.ie/,2025-06-22T14:55:58.557927,Failed,N/A,FALSE,FALSE,FALSE,FALSE,,FALSE,0,0,0,[],0,,FALSE,FALSE,FALSE,0,0,FALSE,0,FALSE,['Consent banner not found.']
https://deliveroo.ie/,2025-06-22T14:56:21.520000,Pending,OneTrust,TRUE,TRUE,FALSE,TRUE,Customise,TRUE,0,0,0,[],0,"Cookies We and our partners use cookies and similar technologies to analyse traffic, tailor and improve our content and services (like showing you great restaurants and shops we’d think you’d like), serve relevant ads and measure their effectiveness on other apps and websites. To help make ads relevant we may also share your data with advertising partners. You can accept, reject or customise our use of such cookies for these purposes, or select ‘Cookies’ in our Sites footer at any time, to choose which cookies we can use. To learn more see our Cookie Policy. Customise Continue without accepting Accept all",FALSE,FALSE,FALSE,3,11.214732673267328,FALSE,0,FALSE,"[""No purpose containers found in preference center.""]"
https://www.irishtimes.com/,2025-06-22T14:56:33.425528,Pending,OneTrust,TRUE,FALSE,FALSE,TRUE,MANAGE SETTINGS,TRUE,0,0,0,[],0,"We value your privacy We and our 78 partners store and access personal data, like browsing data or unique identifiers, on your device. Selecting I ACCEPT enables tracking technologies to support the purposes shown under we and our partners process data to provide. If trackers are disabled, some content and ads you see may not be as relevant to you. You can resurface this menu to change your choices or withdraw consent at any time by clicking the Cookie Settings link on the bottom of the webpage . Your choices will have effect within our Website. For more details, refer to our Privacy Policy.Cookie Policy Certain vendors, once consent is provided by you to the storage of information on your device and/or to the access of information already stored on your device, use legitimate interest to further process your personal data. We and our partners collect and use data Use precise geolocation data. Actively scan device characteristics for identification. Store and/or access information on a device. Personalised advertising and content, advertising and content measurement, audience research and services development. List of Partners (vendors) I ACCEPT MANAGE SETTINGS",FALSE,FALSE,TRUE,3,11.644247311827957,FALSE,0,FALSE,"[""No purpose containers found in preference center.""]"
https://www.independent.ie/,2025-06-22T14:56:46.199474,Success,Unknown/Custom,TRUE,TRUE,FALSE,TRUE,Manage,TRUE,25,0,0,"[{""title"": ""We value your privacy"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""You allow"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""Disagree to all"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""+"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""We and our partners measure how you engage with ads and content on our website and apps to make them better. We may also derive insights about which type of person sees ads and content to improve user experiences and to develop new products. We and our partners use online identifiers (e.g. a cookie- or sign-in ID) to uniquely identify you, your browser or device and collect data about your interaction such as how long the display was shown on the page and whether you clicked on it. We and our partners can also collect your IP address, non-precise location data and characteristics about your browser, operating system and device and can combine this information with other information previously collected, including information from other websites and apps and information you shared with us (e.g., gender and age)."", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""We and our partners measure how you engage with ads and content on our website and apps to make them better. We may also derive insights about which type of person sees ads and content to improve user experiences and to develop new products. We and our partners use online identifiers (e.g. a cookie- or sign-in ID) to uniquely identify you, your browser or device and collect data about your interaction such as how long the display was shown on the page and whether you clicked on it. We and our partners can also collect your IP address, non-precise location data and characteristics about your browser, operating system and device and can combine this information with other information previously collected, including information from other websites and apps and information you shared with us (e.g., gender and age)."", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""+"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""+"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""+"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""+"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""+"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""We and our partners create a profile about you and your interests (for example: man, sports fan, music lover) to suggest interesting content. We and our partners use  online identifiers (e.g. a cookie- or sign-in ID) to uniquely identify you or your browser or device and collect data about your visits such as your IP address, URL or page, non-precise location data and browser, operating system and device characteristics. We and our partners can combine this information with other information previously collected, including information from other websites and apps and information you shared with us (e.g., gender and age)."", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""We and our partners create a profile about you and your interests (for example: man, sports fan, music lover) to suggest interesting content. We and our partners use  online identifiers (e.g. a cookie- or sign-in ID) to uniquely identify you or your browser or device and collect data about your visits such as your IP address, URL or page, non-precise location data and browser, operating system and device characteristics. We and our partners can combine this information with other information previously collected, including information from other websites and apps and information you shared with us (e.g., gender and age)."", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""+"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""+"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""+"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""We create a profile about you and your interests (for example: man, sports fan, music lover) to show ads that are as relevant as possible. We and our partners use  online identifiers (e.g. a cookie- or sign-in ID) to uniquely identify you, your browser or device and collect data about your visits such as IP address, the URL or page, non-precise location data and browser, operating system and device characteristics. We and our partners can combine this information with other information previously collected, including information from other websites and apps and information you shared with us (e.g., gender and age)."", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""We create a profile about you and your interests (for example: man, sports fan, music lover) to show ads that are as relevant as possible. We and our partners use  online identifiers (e.g. a cookie- or sign-in ID) to uniquely identify you, your browser or device and collect data about your visits such as IP address, the URL or page, non-precise location data and browser, operating system and device characteristics. We and our partners can combine this information with other information previously collected, including information from other websites and apps and information you shared with us (e.g., gender and age)."", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""+"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""+"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""+"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""+"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""+"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""+"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}, {""title"": ""By giving consent to the purposes above, you also allow this website and its partners to operate the following data processing:"", ""is_strictly_necessary"": false, ""is_ticked_by_default"": false}]",0,"Cookies and data processing on The Irish Independent  Mediahuis (‘we’) and partners use technologies such as cookies to store and access (personal) data – online identifiers (e.g., IP address, sign-in ID), non-precise location and information about your browser, operating system, device as well as insights into your use of this domain – on your device for the following purposes: Advertising and content measurement, audience insights and product development; Personalised content; Personalised ads; and Social media. If you allow such use, click ""Accept"". If you do not want to allow all purposes, select ""Manage"".You can manage your preferences and object to processing based on legitimate interest at any time in your privacy settings. We will share your privacy preferences – for which purposes and partners you provided consent - with our partners. Would you like more explanation about our use of your data? Read our privacy policy and cookie policy. More information on the use of your data by our partners you find here. View our 207 partners Manage Accept",FALSE,FALSE,TRUE,3,11.798939393939396,TRUE,0,FALSE,[]
https://www.breakingnews.ie/,2025-06-22T14:57:12.575396,Pending,OneTrust,TRUE,FALSE,TRUE,TRUE,MANAGE MY SETTINGS,TRUE,0,0,0,[],0,"We value your privacy We and our 76 partners store and access personal data, like browsing data or unique identifiers, on your device. Selecting ""I Accept"" enables tracking technologies to support the purposes shown under ""we and our partners process data to provide,"" whereas selecting ""Reject All"" or withdrawing your consent will disable them. If trackers are disabled, some content and ads you see may not be as relevant to you. You can resurface this menu to change your choices or withdraw consent at any time by clicking the Cookie Settings link on the bottom of the webpage [or the floating icon on the bottom-left of the webpage, if applicable]. Your choices will have effect within our Website. For more details, refer to our Privacy Policy.Cookie Policy Certain vendors, once consent is provided by you to the storage of information on your device and/or to the access of information already stored on your deceive, use legitimate interest to further process your personal data. We and our partners collect and use data Use precise geolocation data. Actively scan device characteristics for identification. Store and/or access information on a device. Personalised advertising and content, advertising and content measurement, audience research and services development. List of Partners (vendors) I ACCEPT MANAGE MY SETTINGS",FALSE,FALSE,TRUE,0,12.306428571428572,FALSE,0,FALSE,"[""No purpose containers found in preference center.""]"
https://www.joe.ie/,2025-06-22T14:57:22.349159,Pending,Unknown/Custom,TRUE,FALSE,FALSE,TRUE,partners,TRUE,0,0,0,[],0,"We value your privacy We and our partners store and/or access information on a device, such as cookies and process personal data, such as unique identifiers and standard information sent by a device for personalised advertising and content, advertising and content measurement, audience research and services development.With your permission we and our partners may use precise geolocation data and identification through device scanning. You may click to consent to our and our 1496 partners’ processing as described above. Alternatively you may click to refuse to consent or access more detailed information and change your preferences before consenting. Please note that some processing of your personal data may not require your consent, but you have a right to object to such processing.Your preferences will apply to this website only and will be stored in IABGPP_HDR_GppString cookie for 13 months. You can change your preferences or withdraw your consent at any time by returning to this site and clicking the ""Privacy"" button at the bottom of the webpage. Please note that this website/app uses one or more Google services and may gather and store information including but not limited to your visit or usage behaviour. You may click to grant or deny consent to Google and its third-party tags to use your data for below specified purposes in below Google consent section.",FALSE,FALSE,FALSE,3,14.110606060606063,FALSE,0,FALSE,"[""Preference center content did not load.""]"
https://www.her.ie/,2025-06-22T14:57:53.432962,Pending,Unknown/Custom,TRUE,FALSE,FALSE,TRUE,partners,TRUE,0,0,0,[],0,"We value your privacy We and our partners store and/or access information on a device, such as cookies and process personal data, such as unique identifiers and standard information sent by a device for personalised advertising and content, advertising and content measurement, audience research and services development.With your permission we and our partners may use precise geolocation data and identification through device scanning. You may click to consent to our and our 1496 partners’ processing as described above. Alternatively you may click to refuse to consent or access more detailed information and change your preferences before consenting. Please note that some processing of your personal data may not require your consent, but you have a right to object to such processing.Your preferences will apply to this website only and will be stored in IABGPP_HDR_GppString cookie for 13 months. You can change your preferences or withdraw your consent at any time by returning to this site and clicking the ""Privacy"" button at the bottom of the webpage. Please note that this website/app uses one or more Google services and may gather and store information including but not limited to your visit or usage behaviour. You may click to grant or deny consent to Google and its third-party tags to use your data for below specified purposes in below Google consent section.",FALSE,FALSE,FALSE,3,14.110606060606063,FALSE,0,FALSE,"[""Preference center content did not load.""]"
https://www.thejournal.ie/,2025-06-22T14:58:28.013395,Pending,OneTrust,TRUE,TRUE,FALSE,TRUE,List of Vendors,TRUE,0,0,0,[],0,"Your Cookies. Your Choice. Cookies help provide our news service while also enabling the advertising needed to fund this work. We categorise cookies as Necessary, Performance (used to analyse the site performance) and Targeting (used to target advertising which helps us keep this service free). We and our 198 partners store and access personal data, like browsing data or unique identifiers, on your device. Selecting Accept All enables tracking technologies to support the purposes shown under we and our partners process data to provide. If trackers are disabled, some content and ads you see may not be as relevant to you. You can resurface this menu to change your choices or withdraw consent at any time by clicking the Cookie Preferences link on the bottom of the webpage . Your choices will have effect within our Website. For more details, refer to our Privacy Policy. We and our vendors process data for the following purposes: Use precise geolocation data. Actively scan device characteristics for identification. Store and/or access information on a device. Personalised advertising and content, advertising and content measurement, audience research and services development. List of Vendors Accept All Cookies Settings",FALSE,FALSE,FALSE,3,11.268795811518327,FALSE,0,FALSE,"[""No purpose containers found in preference center.""]"
https://www.rsvplive.ie/,2025-06-22T14:58:40.429095,Pending,Unknown/Custom,TRUE,FALSE,FALSE,TRUE,partners,TRUE,0,0,0,[],0,"We value your privacy We and our partners store and/or access information on a device, such as cookies and process personal data, such as unique identifiers and standard information sent by a device for personalised advertising and content, advertising and content measurement, audience research and services development.With your permission we and our partners may use precise geolocation data and identification through device scanning. You may click to consent to our and our 1495 partners’ processing as described above. Alternatively you may click to refuse to consent or access more detailed information and change your preferences before consenting. Please note that some processing of your personal data may not require your consent, but you have a right to object to such processing.Your preferences will apply to this website only and will be stored in IABGPP_HDR_GppString cookie for 13 months. You can change your preferences or withdraw your consent at any time by returning to this site and clicking the ""Privacy"" button at the bottom of the webpage.",FALSE,FALSE,FALSE,3,14.273029259896735,FALSE,0,FALSE,"[""Preference center content did not load.""]"
https://www.eir.ie/,2025-06-22T14:59:11.237125,Partial (Interaction Failed),OneTrust,TRUE,TRUE,TRUE,FALSE,,FALSE,0,0,0,[],0,"eir uses cookies for functionality, performance and marketing purposes. By clicking “Accept All”, you agree to the storing of cookies on your device to enhance your on-site experience and assist in our marketing efforts. We also use cookies to analyse aggregated site usage, which is retained only by eir. To find out more or to opt out of our analytics cookies, visit our Privacy Policy Cookies Settings Reject All Accept All",TRUE,FALSE,FALSE,2,11.94095070422535,FALSE,0,FALSE,"[""No suitable settings/preferences button found.""]"
